200
100
location1 location2 location3 location4 location5 location6 location7 location8 location9 location10 location11 location12 location13 location14 location15 location16 location17 location18 location19 location20 location21 location22 location23 location24 location25 location26 location27 location28 location29 location30 location31 location32 location33 location34 location35 location36 location37 location38 location39 location40 location41 location42 location43 location44 location45 location46 location47 location48 location49 location50 location51 location52 location53 location54 location55 location56 location57 location58 location59 location60 location61 location62 location63 location64 location65 location66 location67 location68 location69 location70 location71 location72 location73 location74 location75 location76 location77 location78 location79 location80 location81 location82 location83 location84 location85 location86 location87 location88 location89 location90 location91 location92 location93 location94 location95 location96 location97 location98 location99 location100 location101 location102 location103 location104 location105 location106 location107 location108 location109 location110 location111 location112 location113 location114 location115 location116 location117 location118 location119 location120 location121 location122 location123 location124 location125 location126 location127 location128 location129 location130 location131 location132 location133 location134 location135 location136 location137 location138 location139 location140 location141 location142 location143 location144 location145 location146 location147 location148 location149 location150 location151 location152 location153 location154 location155 location156 location157 location158 location159 location160 location161 location162 location163 location164 location165 location166 location167 location168 location169 location170 location171 location172 location173 location174 location175 location176 location177 location178 location179 location180 location181 location182 location183 location184 location185 location186 location187 location188 location189 location190 location191 location192 location193 location194 location195 location196 location197 location198 location199 location200 
1 x x 1 x x x 1 x x 1 x x 1 x x 1 x 1 x 1 1 1 x x 1 x 1 x x 1 x x 1 1 1 1 x x 1 x x 1 x 1 x 1 1 x x 1 x 1 x 1 x x x x x x x x x x x 1 x 1 1 1 x x x x x x 1 1 1 x x x x x 1 x 1 x 1 1 1 x 1 x x 1 1 1 1 1 1 1 1 1 1 1 1 1 x x x 1 x x x x 1 x 1 x x 1 1 x x x x x 1 1 x x x 1 1 x x 1 x 1 1 1 1 1 1 x 1 x 1 x x 1 1 x x x 1 1 1 x x x x x 1 1 1 1 x 1 x x x 1 x 1 x 1 1 1 1 x 1 x x 1 x 1 1 1 x x x 1 1 x x x 1 
1 1 x 1 1 x x 1 x x 1 x x 1 1 x 1 x x x 1 1 x 1 x 1 x 1 x x 1 x 1 x 1 x x 1 1 1 x x x 1 1 x x x x x x x x x 1 x 1 x 1 x x 1 x 1 1 x 1 1 1 1 1 x x x 1 x x x x x x 1 1 1 1 1 x x 1 x 1 x x 1 x x 1 1 1 1 x x x x x 1 1 x 1 1 x 1 x 1 x x 1 1 x x 1 1 x x 1 1 x x 1 x 1 x x 1 x x 1 x x x x x 1 1 1 x x x 1 x 1 x x x x x x x x x x 1 1 1 1 1 x 1 1 x 1 x x x x 1 x x x x x 1 x x x 1 1 1 1 x 1 1 x x 1 1 1 x 1 x 
x x x 1 1 1 x x x 1 x 1 1 x 1 1 1 1 1 1 x 1 1 1 1 x 1 x x x 1 x 1 x x x x x x x 1 x x 1 1 x x 1 1 1 1 x 1 1 x 1 1 1 x 1 1 x x 1 x 1 1 1 1 x 1 1 1 1 1 1 x x x 1 x 1 1 x x x x x x 1 1 x 1 x 1 x 1 x x 1 x x x 1 x 1 x 1 1 1 x x 1 x 1 x x x 1 x x 1 1 x 1 1 x x x 1 1 1 1 1 x x x 1 1 1 1 x x 1 1 1 1 x 1 1 1 1 1 1 1 x 1 1 1 1 1 x 1 1 1 x 1 1 x 1 x x x 1 x 1 x 1 1 x 1 x x 1 x x 1 1 x 1 x x x 1 1 x 1 x 1 1 
x 1 1 x 1 1 1 1 1 x x x x x 1 1 x 1 x 1 1 1 x x x 1 x 1 x x 1 1 x 1 1 1 x 1 x 1 x x 1 1 1 x x 1 1 1 x 1 x x 1 1 1 x x x x x x 1 1 1 1 1 x x 1 x x 1 1 1 1 x 1 1 x 1 x x 1 1 1 1 1 1 x 1 1 1 x 1 1 1 1 1 x 1 x 1 1 1 x 1 x x 1 x x 1 x 1 1 1 x 1 x 1 x x 1 1 x x x 1 1 1 1 x 1 1 1 1 x 1 x 1 x x x 1 x x 1 x x 1 1 1 x x x x 1 x 1 x 1 x x 1 1 x 1 x x x 1 1 1 x x x 1 1 1 1 x 1 1 x 1 x 1 x 1 x x 1 1 x x 1 1 x 
1 x 1 x 1 x x x 1 x x 1 x x 1 1 x 1 x x 1 1 x 1 1 x 1 x x x 1 1 1 1 x x 1 1 1 x 1 x 1 1 x 1 1 x 1 1 1 1 x x x x 1 x x x x 1 1 1 x 1 x x 1 1 1 1 x x x x x 1 1 x 1 1 x 1 1 x 1 1 1 1 1 x 1 x x x x x x x 1 1 x 1 x 1 x 1 1 x x x x x 1 x 1 1 x 1 1 x x x x x x 1 1 1 x 1 x x 1 x 1 x x x 1 1 x x 1 x 1 x 1 1 1 1 1 x x x x 1 1 x 1 x 1 1 1 x 1 x x 1 x 1 1 1 1 1 x x 1 1 1 x x 1 x 1 x 1 1 1 x 1 1 x 1 x 1 1 1 x 
x x x x x 1 x x 1 1 x 1 1 1 1 1 x 1 1 1 x x 1 x x 1 x 1 x x 1 x 1 1 x 1 1 x 1 x x x 1 x x 1 x x x x x 1 1 1 1 x 1 1 x 1 x 1 x 1 1 x x x x 1 1 1 1 x x x 1 x 1 x 1 x x x x x x x x x 1 x 1 1 x x 1 1 x 1 x x x x 1 1 1 x 1 x x x 1 x 1 1 x 1 1 1 x 1 1 x 1 1 1 x x 1 1 1 x 1 x x 1 1 x x x 1 1 x x 1 1 x 1 x x 1 1 1 1 x 1 1 1 x x x x 1 1 1 1 x x 1 x x 1 x 1 1 1 1 1 1 1 x x 1 x x 1 x x x x x x x x 1 1 x x 1 
x 1 x x 1 x x 1 1 x x 1 1 1 x 1 x 1 1 x 1 1 1 1 x x 1 x 1 1 x x 1 1 x x 1 x x x 1 1 x 1 x 1 1 x 1 x x x x x x 1 1 x x x 1 x 1 x x 1 x 1 x x x 1 x 1 x x 1 1 1 1 x 1 x 1 1 1 1 1 1 x x x x x 1 x x 1 1 1 x 1 x x x x 1 x 1 x 1 1 1 x 1 1 1 x 1 x x x x x 1 x 1 1 x x x 1 1 x 1 x 1 1 1 x 1 1 x x 1 1 x 1 1 x x 1 x x x 1 1 x 1 x x 1 x 1 x 1 1 1 1 x 1 x x x 1 x x x 1 x 1 1 x 1 1 x 1 x 1 1 x x x 1 x x x 1 x 1 
x x 1 x 1 1 1 x 1 x 1 x x 1 1 x 1 x 1 x x x 1 x x 1 x x 1 x 1 1 1 x x 1 1 x 1 1 x x 1 1 1 1 x x 1 x x x x x 1 x x x x 1 x 1 x x 1 x 1 x x x 1 1 1 x 1 1 1 1 x x 1 x x 1 x x 1 1 x 1 1 x x 1 x x 1 x 1 x x x 1 x 1 x x 1 x x 1 x x 1 x x 1 1 x 1 x 1 1 1 1 x x x 1 x 1 x 1 1 1 x 1 x x x x 1 x x x x x x 1 1 x x x 1 1 1 x 1 x 1 1 x 1 x x 1 x 1 x x x x x x 1 1 1 1 1 x x x x x 1 1 x 1 1 1 1 x 1 1 1 x x x 1 1 
x 1 x 1 x x 1 x 1 1 1 1 x 1 x x x x 1 x x x x 1 x 1 x 1 x 1 x 1 1 1 1 x x x 1 1 x 1 1 x x x 1 x 1 1 1 x x x 1 x 1 1 x 1 1 1 x x 1 x 1 x x x x x 1 1 1 x 1 x 1 1 1 1 x 1 1 x 1 x x x 1 1 x x x x x x 1 1 x x x 1 1 1 x 1 x x 1 1 x x 1 1 1 x 1 x x 1 x 1 x x x 1 x x 1 x 1 1 1 x x x x 1 x 1 x x 1 1 1 x x x 1 1 1 1 x x x x 1 1 1 1 x 1 1 x 1 1 x x 1 1 x x x x 1 1 1 x 1 x 1 x 1 x 1 x 1 x x 1 x x x x x x 1 1 
x x 1 x x 1 x x 1 1 x x 1 x 1 x 1 1 1 1 1 x 1 1 1 1 x 1 1 1 1 1 1 x 1 1 1 x x x 1 1 x 1 x x 1 1 1 x 1 x 1 1 1 x x 1 x 1 x x x x 1 x x x x 1 x x 1 x 1 1 1 1 x 1 1 1 x x 1 1 x 1 1 1 1 x x 1 x 1 x x 1 1 x 1 1 x 1 1 1 x 1 1 x x 1 x x 1 x x x x x 1 1 1 1 1 x 1 1 x x 1 x 1 1 1 1 x 1 x x x 1 x x x 1 x x x 1 x x x x 1 1 x 1 1 x 1 x x x 1 x x x 1 1 1 1 1 x x 1 1 1 1 1 x 1 x 1 1 x x 1 x 1 x x 1 x x 1 x x x 
x 1 1 1 1 x x x 1 1 1 1 x 1 x 1 x 1 1 1 1 x 1 x 1 x x 1 x 1 x 1 1 1 1 1 x x x x x x 1 x 1 1 x 1 x x 1 x x 1 1 x 1 1 x 1 x 1 1 x x x 1 x 1 x x x 1 x x x 1 x x 1 x x x x x x 1 x x 1 x 1 x 1 x 1 1 1 x 1 x 1 1 x x 1 1 1 1 1 1 x 1 1 1 x 1 x 1 1 1 x 1 x 1 x 1 x x 1 1 x 1 x x 1 1 x 1 1 x 1 1 x x 1 1 x 1 x x 1 1 x x 1 x 1 x x x x 1 1 x x 1 1 1 1 1 1 x x 1 x 1 1 x x x 1 x x x 1 x 1 1 x x x 1 1 1 x 1 x x 1 
x x 1 x x 1 x 1 x 1 x 1 1 x 1 1 1 1 x 1 x x x 1 1 x x 1 x 1 1 1 1 x 1 x x 1 1 x x 1 x x x x x x 1 x x x x 1 x x 1 1 x x 1 1 1 x x 1 x x 1 1 1 1 x x 1 1 x 1 1 1 x 1 1 1 x x x 1 1 x 1 1 x x x x x x 1 1 x x x x x 1 x x 1 1 1 1 x 1 x x 1 x 1 x 1 1 x x x 1 x 1 1 1 1 1 1 x 1 1 1 1 1 1 x x 1 1 x 1 x 1 x 1 x 1 1 x 1 x x 1 x x 1 1 x x 1 x x 1 x 1 1 x x 1 1 1 1 x 1 x x 1 x 1 1 x x 1 x 1 x 1 x 1 1 x 1 1 1 1 
1 x 1 1 x x x x 1 1 1 1 x x 1 x 1 x x x 1 x x x 1 x x x 1 1 x 1 1 1 x 1 1 1 1 x 1 x x 1 1 x x x 1 1 x x 1 x x x x 1 x 1 1 1 1 1 1 1 x 1 1 1 1 x x x x x x x 1 x x 1 1 x x x x 1 1 1 x 1 1 x x x 1 x 1 1 1 1 1 1 1 1 1 1 1 x x 1 x x x x x x 1 1 1 x x x x 1 x x 1 x 1 x 1 1 x 1 1 x x x 1 x 1 1 1 1 1 1 1 x 1 1 1 1 1 x 1 x x 1 x 1 x 1 1 1 1 1 1 1 1 1 x 1 x 1 x x x x x 1 x 1 1 1 1 1 1 x x 1 x 1 1 x x x 1 x 
1 1 1 1 1 1 x x 1 x x x 1 x x x 1 x 1 1 x 1 x 1 1 x x x 1 x 1 x x x x 1 x x 1 1 1 x 1 1 x 1 1 x 1 x 1 x 1 x 1 x 1 x 1 x 1 1 1 x x x 1 1 x 1 1 1 x x x 1 x 1 x x 1 1 1 1 x x x x 1 1 1 1 1 x x 1 1 1 1 x 1 1 x x x 1 1 1 x 1 1 x 1 1 1 x 1 1 1 x 1 1 x x x 1 x 1 x 1 1 1 x 1 x 1 1 x 1 x x x 1 x x 1 1 x 1 x 1 1 x x x x x 1 1 1 1 x 1 1 x x 1 1 x 1 x x x 1 1 1 1 x x x x x x 1 x x x 1 1 x 1 1 1 1 1 1 1 x 1 1 
1 1 1 x x 1 1 1 1 1 1 1 x 1 1 x 1 1 x 1 x x 1 1 x x 1 1 x 1 x x x 1 1 x 1 1 1 1 x x x x 1 1 x 1 1 1 x x 1 x 1 x 1 1 1 1 1 x 1 x x 1 1 1 1 x x x 1 x x 1 1 x 1 1 1 x x x x 1 x 1 x 1 1 x x x 1 1 x 1 x 1 1 1 x x x x 1 1 1 1 x x 1 1 1 x 1 x x x 1 x 1 1 1 x 1 1 1 x 1 x x x x 1 1 x 1 x 1 x 1 1 1 1 x 1 x 1 1 x x 1 x 1 1 x x 1 x 1 x 1 x 1 x 1 x x x x x 1 x x 1 1 1 x 1 1 x x x x x 1 x 1 1 1 x 1 1 x 1 1 1 1 
x x x x 1 1 x x 1 x x x x x 1 1 1 x 1 x x 1 x x 1 x 1 1 1 1 1 1 x 1 x x 1 1 x 1 1 x x 1 1 1 x 1 1 x 1 x 1 1 1 x 1 x x 1 x x x 1 1 1 1 1 x x 1 x x 1 1 x 1 1 1 1 x 1 x x 1 x x 1 1 x x 1 1 1 1 x 1 1 1 1 1 x 1 1 x x x 1 x 1 x x x x x x 1 1 x x x 1 x x x 1 x x x x x x x x 1 x x 1 x x x 1 x x x x 1 x 1 1 1 x 1 x x 1 1 1 x 1 1 x x x 1 x 1 1 1 1 x x 1 x 1 x 1 1 1 x 1 1 1 1 x 1 1 x x 1 x 1 x 1 1 x 1 x x 1 
x x 1 x x x 1 1 x x 1 x 1 x x 1 x x 1 1 1 x 1 1 x x 1 1 1 x 1 1 1 1 x 1 x 1 x 1 x x x 1 1 x 1 1 1 x 1 x x x 1 x x 1 x 1 1 1 1 1 x x x 1 1 1 1 1 x 1 1 1 x x 1 1 x 1 1 1 x x x 1 x x 1 1 1 1 x 1 x 1 1 1 1 x x 1 x x 1 x 1 1 1 x x x x 1 x 1 x 1 1 x 1 x 1 1 x x 1 1 1 1 x 1 x x x x 1 x 1 x 1 x x 1 1 x x x x 1 x 1 1 1 x x 1 1 1 x 1 1 1 x x 1 x 1 x x x x 1 1 1 1 x x 1 1 1 1 x x 1 1 1 x x 1 x x 1 1 1 x x 1 
x 1 x x x 1 x x 1 x x 1 1 1 1 1 x 1 1 1 1 x x 1 x x x 1 1 x x x 1 x x x x 1 x x 1 1 1 1 1 x 1 x x 1 x x 1 x x 1 1 x 1 x 1 1 x 1 1 x 1 1 1 1 1 x x x x 1 1 1 1 x 1 x 1 x 1 1 x 1 1 x 1 1 x 1 x x x 1 1 1 x x x x 1 1 x x 1 1 x x 1 x x 1 x x 1 x 1 x 1 1 x 1 x 1 x 1 x 1 x x x 1 x x 1 1 x x 1 x 1 1 x 1 1 1 x x x x x x x 1 x x x 1 x x x x x 1 x 1 1 x x 1 x 1 x x x x 1 1 x x 1 x 1 x x 1 1 1 x 1 1 1 x 1 x x 
x x x 1 1 1 1 x x x 1 x x 1 1 1 x x x 1 1 1 x x x x x x x 1 1 1 x x 1 1 1 1 x 1 1 x 1 1 x x 1 x 1 x x x x x x 1 1 1 x 1 1 1 x 1 x x 1 1 x x 1 x 1 1 1 1 1 x 1 1 1 x 1 x x 1 1 x x 1 x x 1 1 1 1 x 1 1 x 1 1 x x x 1 1 1 1 x 1 1 x 1 1 1 1 x x x x 1 1 x 1 x x 1 1 x 1 x 1 1 x x x x 1 1 1 1 1 x 1 x x x 1 x x 1 x 1 x x 1 x x 1 1 x x 1 x 1 1 1 1 1 1 1 x x x x x 1 1 1 1 x x 1 x x 1 x x x 1 x 1 x 1 x x x 1 x 
1 1 1 1 1 1 1 1 x 1 x 1 x x x 1 x x 1 x 1 1 x x x x 1 1 1 1 1 x x x 1 x x x 1 x 1 x 1 x 1 x 1 1 1 1 1 1 1 x x x x 1 1 1 x 1 x 1 1 x x x x 1 x x x x 1 1 x 1 x x 1 x 1 1 1 x 1 x 1 1 1 x 1 x 1 x 1 x x x x 1 x 1 1 x 1 1 x 1 x 1 1 1 1 x 1 x 1 1 x 1 1 1 1 1 x 1 x 1 x x 1 1 1 x 1 x x x x 1 x 1 x 1 x x 1 1 1 x 1 x x 1 x x 1 x x 1 x x 1 x x 1 x 1 x x x x 1 1 x 1 x x 1 1 x 1 1 1 1 1 1 x 1 x 1 x 1 1 1 x 1 1 
x x 1 1 x 1 x 1 x x 1 1 1 x x 1 x 1 x x 1 x x x 1 x 1 x 1 x 1 x x 1 1 1 1 x x 1 x x 1 1 1 x x 1 1 x 1 1 1 1 x 1 x x 1 1 1 1 1 x 1 1 x x x 1 1 x x 1 x 1 1 x 1 1 x 1 x 1 x 1 1 1 1 x 1 x 1 x x 1 x x x x 1 1 x x x 1 1 1 1 1 1 x x 1 1 1 1 1 x x 1 x 1 x 1 x x 1 1 x x x x x x 1 x 1 1 x x 1 x 1 1 1 x x x 1 x x x 1 x 1 x x x x x 1 1 x x 1 x x x 1 1 x x 1 x x x 1 x 1 x 1 1 x x 1 1 x x 1 1 x x x 1 1 x x x x 
1 1 x x x 1 1 1 1 x x 1 1 1 1 x 1 1 1 x x 1 x 1 1 1 1 x 1 1 1 x 1 1 x x x x x 1 1 1 x 1 x x x 1 x x x 1 x x x x 1 x 1 x x x 1 1 1 1 1 1 1 1 1 1 x 1 1 1 x 1 1 1 1 x 1 1 x 1 1 x x 1 1 x 1 1 x x 1 1 1 1 1 1 x 1 x 1 x 1 x 1 x x x 1 1 x x 1 1 1 x 1 1 1 x x x x x 1 1 x x 1 x 1 x x x x 1 x 1 x x 1 x x x 1 x 1 1 x x x 1 x 1 x 1 1 1 x 1 x x 1 x x 1 x 1 1 1 1 x x 1 1 1 x x x x 1 1 1 1 1 1 x 1 1 1 1 x x 1 1 
x x 1 x x 1 x 1 1 x 1 x x 1 x 1 x x 1 x 1 1 x x x x 1 x 1 x x x 1 x x 1 x 1 x 1 x x 1 1 x 1 x x x x x 1 1 1 1 1 1 x x 1 1 x 1 1 x 1 x 1 1 x 1 1 x 1 1 x 1 x x 1 x x 1 1 x 1 x 1 x 1 x x 1 1 1 1 x x x x 1 1 1 x 1 1 1 x x 1 1 x 1 1 x x 1 x 1 1 1 x x 1 1 x x 1 x 1 1 x 1 x x 1 x x 1 x x x 1 x 1 x 1 x 1 x x 1 x 1 x 1 1 x 1 1 1 x 1 1 1 x 1 1 x 1 x x 1 x x x 1 1 1 x x 1 1 x x 1 1 1 x 1 x x 1 1 1 x 1 1 x x 
1 x x 1 1 1 x x x 1 x x 1 1 1 x 1 1 x 1 x 1 x 1 1 1 1 x x 1 1 x 1 x x x x 1 x x 1 1 1 1 x 1 x 1 1 1 x x x 1 x 1 x 1 x 1 x x x 1 x x 1 1 x x x 1 x x 1 1 1 x x x x x 1 1 1 x 1 1 1 1 1 1 x x 1 1 x 1 x x 1 x 1 x x 1 1 x x x x 1 x x 1 1 x 1 1 1 1 x 1 x x x 1 x x x 1 x x x x 1 x x x 1 1 1 1 1 1 1 1 1 1 x x 1 1 x x 1 x 1 x x x x x x 1 1 1 x 1 x 1 1 x x x x 1 1 x 1 1 x x x 1 x x 1 x x x x x x x 1 x 1 x 1 
x x x x 1 1 1 1 1 1 1 x x x x 1 1 x x 1 1 1 1 x x 1 x 1 x x x x x 1 1 x 1 x x x x 1 1 1 x 1 x 1 x 1 1 1 1 x 1 1 x x 1 1 x 1 1 x 1 1 1 1 1 x 1 1 1 1 x x 1 1 x x 1 x x 1 x 1 1 1 1 1 1 x x 1 x x x 1 x 1 x x 1 x x 1 1 1 1 x x 1 x x 1 x x x x x 1 1 1 1 1 1 x x 1 x x 1 1 1 1 x 1 1 x 1 x 1 1 x 1 x 1 x x 1 1 1 1 x 1 x 1 x 1 1 x 1 x 1 x 1 1 x x x x x 1 x x 1 1 1 x 1 x 1 x 1 x 1 1 1 1 x 1 1 1 x x x x x 1 x 
1 1 1 1 1 x 1 x x 1 x x 1 x 1 1 x x 1 x 1 x 1 1 1 x 1 1 1 x 1 x 1 1 1 x 1 1 1 1 x 1 1 1 x x x x 1 x 1 x 1 1 1 x 1 x 1 1 x 1 x x x x 1 x 1 x 1 x 1 x x 1 x x 1 x x 1 x 1 x x x 1 x 1 1 1 1 1 x x 1 1 1 x 1 1 1 x 1 1 x 1 1 x x x 1 x 1 1 1 1 1 x 1 1 1 1 1 1 x x x x 1 x x x x 1 x 1 1 1 1 1 1 x 1 1 1 1 1 x x x x x x x x 1 x x x x x 1 1 x 1 x x 1 1 x 1 1 1 1 x 1 1 x x 1 x x 1 x x 1 1 x x x 1 x x x 1 x x x 
x x x x 1 x 1 1 1 1 x 1 x 1 1 x 1 x x 1 1 1 1 1 1 x 1 x 1 x 1 x x 1 1 1 1 1 x x x x x x 1 1 x x 1 x x x x x 1 1 x 1 x 1 x 1 1 x x 1 1 x x x x 1 x 1 1 1 x 1 x x 1 1 1 x x 1 1 1 x x 1 1 x 1 x 1 x x x 1 1 x x 1 x x x x 1 1 x x x 1 1 x 1 1 x x x x 1 x x x 1 x x x x 1 x x x 1 1 x x 1 1 1 x x x x x x x 1 x 1 x 1 x x x x 1 1 1 x x 1 1 x x 1 x x x x 1 x 1 1 x 1 1 x 1 x x 1 1 1 x 1 1 x 1 1 1 1 1 x 1 1 1 1 
1 1 x x 1 x x 1 1 x x 1 x 1 x x 1 x x 1 1 1 1 1 1 1 1 1 1 x 1 x 1 x x 1 x 1 x x x x 1 x 1 x x x x 1 x 1 x x 1 1 1 1 x 1 1 x x x 1 1 x 1 1 x x 1 x 1 x 1 1 x 1 1 1 x 1 x x x x 1 x 1 x 1 1 1 1 1 x x x x 1 x x x 1 1 1 1 x 1 1 1 x 1 x x x 1 x x 1 1 1 x 1 1 x 1 1 1 x 1 x 1 x x 1 x x x 1 x x x 1 x 1 1 x x 1 x 1 1 x x x 1 x 1 1 x x x x 1 1 x 1 x 1 1 x 1 x 1 x 1 x x x x 1 1 1 x 1 1 x 1 1 1 x x x x x x 1 1 
1 1 1 x 1 1 1 1 1 x 1 1 x x 1 x x 1 x x 1 1 x x x 1 x x x 1 x 1 x 1 x x 1 1 1 x x 1 1 1 1 1 x x 1 x x 1 1 1 1 1 1 1 x x x x 1 1 x 1 x 1 x 1 x x x 1 x x x x 1 1 1 x x x x x 1 x 1 1 1 1 x x 1 x 1 x 1 x x x 1 x 1 x 1 x x 1 x x x 1 1 x x x x 1 x 1 1 x x x x x 1 1 x x x x 1 1 1 1 x x x 1 1 x 1 x 1 x x x 1 x x 1 x x 1 x 1 1 1 1 1 1 1 x x x x 1 x 1 x 1 1 x x 1 1 x x 1 1 x 1 x 1 x 1 1 1 x 1 x 1 1 x 1 x x 
1 1 1 1 x x x 1 x x x 1 x 1 x x 1 1 x x 1 x x 1 1 x 1 x x x 1 x x x 1 1 x 1 1 x x 1 1 1 1 x 1 1 x 1 1 1 1 x x x 1 1 1 x x 1 x 1 x x x x x x 1 x 1 1 1 1 1 x 1 1 x x x 1 1 x x 1 1 x 1 x 1 x 1 1 1 x x 1 1 x x 1 1 x x 1 1 1 1 1 x 1 x 1 x 1 x x x x x 1 x 1 x 1 x 1 x x 1 x 1 x 1 1 1 x x x 1 x 1 1 1 x x 1 1 x 1 x x 1 1 x 1 1 x x x 1 x 1 1 x x 1 1 1 x x x x x x x x x 1 x x x x x x 1 x x 1 1 x 1 x x 1 x 1 
x x 1 1 x x x x x x 1 x x x x x x 1 x 1 x 1 1 x 1 1 x x x 1 x 1 1 1 1 1 x x 1 1 x 1 x x 1 x 1 1 1 x x x x 1 x x 1 1 x 1 1 1 x x 1 x x x x 1 x 1 1 x x 1 1 x x 1 x 1 1 1 1 1 1 x 1 1 1 1 1 x x x x x 1 x x 1 1 x x x 1 1 1 x x 1 x x 1 1 1 1 1 1 x 1 x x x x 1 x x 1 1 1 x x 1 1 1 1 x 1 x x x x x 1 x 1 x x x x 1 x x x x 1 1 1 x 1 1 1 1 x x 1 1 x 1 1 x x x x 1 1 1 1 1 1 x 1 x x x 1 1 1 x 1 x x 1 x 1 1 x 1 
1 1 x 1 1 x x 1 1 x x 1 x 1 1 x x x x 1 1 x x 1 x 1 x 1 1 x 1 x 1 x x 1 x x x 1 1 1 x x 1 x 1 x 1 x 1 1 1 x 1 1 x 1 x 1 1 x 1 x x x 1 1 x 1 1 1 x x x 1 x x 1 x 1 1 x 1 1 x 1 x 1 x x x 1 x 1 x x 1 1 x 1 x x 1 x 1 x 1 x x 1 1 1 x x x 1 x x x 1 1 1 1 1 1 x 1 1 1 x x 1 1 1 1 1 x x 1 1 x x x 1 1 x 1 x 1 1 1 x 1 x x 1 x 1 1 1 x 1 x 1 x 1 x 1 x x x x x x 1 1 x 1 x x 1 1 1 1 x x 1 1 1 1 1 x 1 1 1 1 x 1 1 
x 1 1 x 1 x x x x x 1 x x 1 x 1 x 1 1 x 1 x 1 x 1 1 1 1 x x 1 x 1 x 1 1 x x 1 x 1 1 1 1 x 1 1 1 1 1 1 x 1 1 x 1 x 1 x 1 x x x 1 1 x 1 1 x x x 1 x x 1 x 1 1 1 1 1 x 1 1 1 1 x x x x x x 1 x 1 1 1 x x x 1 1 1 x 1 x x 1 x 1 x 1 1 1 x x x x x x x x 1 1 x 1 x x x x 1 1 x x 1 x x x x x x x x x 1 1 x x x x 1 1 1 1 x x 1 x 1 x x 1 x 1 1 x x 1 x x 1 1 1 1 1 1 1 x x 1 x x 1 x x x x x x 1 1 1 1 1 x 1 x x 1 1 
1 x 1 x 1 x 1 1 1 x 1 1 1 1 1 1 x 1 x 1 x x x x x x 1 x 1 1 1 x 1 1 x x 1 x 1 x 1 x 1 x x 1 x 1 1 x 1 x x x x x 1 1 1 1 x 1 x x 1 1 1 x x 1 x 1 x x x 1 1 x x x 1 x 1 x x x 1 1 x x 1 1 1 x 1 1 1 1 x 1 x x 1 x 1 1 x 1 x 1 x 1 1 1 x 1 x 1 x 1 x x x 1 x 1 x x 1 1 x 1 x 1 1 1 1 x 1 1 1 x 1 1 x x x 1 1 1 1 x x 1 1 1 1 x x x 1 x x x x 1 x 1 x x x 1 x 1 x x x x 1 x x x x x 1 x x x 1 1 1 x x x x 1 x x x 1 
x 1 1 x x 1 x x 1 x x x x x x x x 1 x 1 1 x 1 1 1 x 1 1 x 1 x x 1 1 x x x 1 x 1 x x x x x x 1 1 x 1 x x 1 x x x x x x x x x x x 1 1 x x 1 x 1 x 1 x x x 1 x 1 1 x 1 x x x x x 1 1 1 x x 1 x x x 1 1 1 1 x x x x x x x x 1 x 1 1 x 1 1 x 1 1 x 1 x 1 1 1 1 1 x 1 1 x 1 1 1 x 1 x 1 x x x 1 1 1 1 x x x x 1 1 1 x 1 x x x x 1 x x x x x 1 x x x x 1 1 1 1 1 1 1 x 1 1 x x x x x 1 1 1 1 1 1 1 x 1 x 1 1 1 x x x 1 
x x x 1 1 x x 1 x 1 1 x x x 1 1 x 1 1 x x x x x 1 1 1 x x 1 1 1 1 x x 1 1 1 x x 1 x 1 1 x x 1 x x x 1 x 1 1 x x 1 x 1 x 1 1 x 1 1 x x 1 x x x x 1 x 1 x 1 1 x x x x x 1 x 1 x x 1 x 1 x 1 x 1 1 1 x x x x x 1 1 1 1 x 1 x x x x x 1 x 1 1 x x 1 1 1 x 1 1 x 1 1 x x x x x 1 1 1 1 x 1 1 1 x x x x x x 1 x 1 1 x x 1 1 1 1 1 1 x x x 1 x 1 x x x 1 1 x 1 1 x 1 x 1 1 x x x x x 1 x x x 1 x 1 x 1 x x 1 x 1 1 x 1 
x x 1 1 1 x 1 1 1 x 1 x x 1 x 1 x 1 x 1 1 1 x 1 x x 1 1 x 1 x 1 1 x 1 x x x x x x x 1 x x 1 x 1 x 1 1 1 x 1 1 x 1 x 1 1 1 x 1 x 1 1 1 x 1 x 1 1 x 1 1 x x x 1 1 x 1 1 1 x 1 1 x 1 1 1 x x 1 1 1 x 1 1 x 1 1 x x x x 1 x x 1 1 1 x x x x x 1 x x x x 1 1 x 1 x x 1 x x x x x 1 x 1 x 1 x x 1 1 x 1 x 1 x x 1 x 1 x x 1 x x x x x x 1 1 x 1 x x x x 1 1 1 1 x x 1 1 1 1 x 1 x x x 1 1 1 1 x x x 1 1 x x 1 1 x x 1 
